Date,Temperature,W_speed,W_direction,Humidity,Shandong,Seoul
2019-04-19,13.8,1.6,3,57.5,66,50
2019-04-20,14.3,1.9,13,66.9,89,45
2019-04-21,14.8,1.9,13,77.8,74,34
2019-04-22,19.3,1.4,12,50.6,78,80
2019-04-23,20.4,1.3,12,52,44,78
2019-04-24,19.5,1.6,13,70.4,92,58
2019-04-25,13.2,2,3,75.9,42,38
2019-04-26,8.4,1.5,1,82.1,46,13
2019-04-27,11.6,1.7,13,52.6,63,18
2019-04-28,12.9,1.6,13,48.8,47,20
2019-04-29,13,0.9,2,52.9,89,22
2019-04-30,15.5,1.6,12,52.8,113,37
2019-05-01,16.4,2.3,12,48.9,58,50
2019-05-02,17.1,2.3,13,28.5,62,48
2019-05-03,17.9,1.6,13,37.5,69,59
2019-05-04,19.5,1.7,13,40.4,57,82
2019-05-05,19.2,2.2,12,35.8,93,72
2019-05-06,14.5,3.1,13,27.1,74,37
2019-05-07,15,2.3,11,33.4,68,50
2019-05-08,15.6,2.3,9,48.3,71,52
2019-05-09,16.6,2.2,12,43.3,69,50
2019-05-10,17.8,1.9,12,48,70,62
2019-05-11,20.3,1.8,13,39,69,62
2019-05-12,21.6,1.5,12,36,75,57
2019-05-13,18.7,1.6,13,43.4,164,58
2019-05-14,19.6,1.6,12,44.5,131,43
2019-05-15,20.7,1.7,13,48.1,76,64
2019-05-16,23.5,1.5,12,43.8,53,63
2019-05-17,23.6,1.2,3,44.9,43,56
2019-05-18,22.8,2.1,5,46.8,35,31
2019-05-19,19.4,1.2,3,93,68,18
2019-05-20,16.4,3.4,12,63.6,62,32
2019-05-21,17.2,2.9,9,52,63,49
2019-05-22,19.5,2.4,10,46,61,53
2019-05-23,22.1,1.7,12,45,66,68
2019-05-24,24.2,1.7,13,46.4,66,72
2019-05-25,23.4,1.6,9,45.6,65,70
2019-05-26,24.5,1.8,12,39,51,40
2019-05-27,17.8,2.4,6,80.9,34,24
2019-05-28,18.1,2.6,12,45.9,48,21
2019-05-29,20.3,2,13,48.4,49,44
2019-05-30,19.6,2.4,9,48,46,44
2019-05-31,19.1,2.8,13,49.6,51,24
2019-06-01,18.9,1.9,12,60.5,70,35
2019-06-02,21.1,1.7,13,42.1,65,35
2019-06-03,23.1,1.8,7,42.9,77,37
2019-06-04,22.6,2.2,13,56.4,79,31
2019-06-05,23,1.8,12,63.8,54,47
2019-06-06,21.2,1.2,4,75.9,42,50
2019-06-07,20,1.9,2,77.3,49,16
2019-06-08,21.9,1.4,2,57.5,58,26
2019-06-09,21.6,1.8,13,66.1,44,38
2019-06-10,18.4,1.6,3,70.3,49,14
2019-06-11,20.5,1.4,2,51.1,56,17
2019-06-12,21.5,1.8,13,57.1,63,28
2019-06-13,23,1.7,13,51.9,66,29
2019-06-14,23,1.8,13,54.8,58,30
2019-06-15,21.9,2.4,13,61.5,56,32
2019-06-16,22,1.6,2,55.4,50,16
2019-06-17,21.7,2.3,13,59.1,62,24
2019-06-18,20.8,1.5,11,78.6,69,34
2019-06-19,21.4,1.9,12,77.8,71,32
2019-06-20,22.7,1.9,12,70.6,65,26
2019-06-21,22.1,1.7,13,72.9,63,26
2019-06-22,24.2,1.5,3,42.3,45,10
2019-06-23,25,1.8,2,40.4,59,11
2019-06-24,25.2,2,12,46.9,55,20
2019-06-25,25.6,1.6,13,49.1,47,32
2019-06-26,25.5,1.3,2,52.6,47,29
2019-06-27,25.5,1.4,2,70.5,60,19
2019-06-28,24.7,1.7,13,67.3,60,38
2019-06-29,23.1,1.2,2,72,66,26
2019-06-30,23.9,2.3,9,73.5,56,32
2019-07-01,23.9,2.3,12,64.4,46,32
2019-07-02,24.4,2.3,12,63.5,56,30
2019-07-03,24.1,1.7,13,64.6,46,34
2019-07-04,25.4,1.9,13,59.6,67,29
2019-07-05,27.6,1.5,1,42.1,52,30
2019-07-06,29.7,1.7,4,40.9,36,25
2019-07-07,26.7,2.2,4,43.3,26,15
2019-07-08,25.1,2,3,46.6,42,12
2019-07-09,25,1.8,4,46.4,52,10
2019-07-10,22.7,2,3,64.1,57,10
2019-07-11,21.9,1.3,2,76.9,73,8
2019-07-12,23.6,2,13,65.5,66,16
2019-07-13,24.9,1.7,13,67.3,62,34
2019-07-14,25.9,1.6,13,64.6,52,42
2019-07-15,23.8,1.1,2,80,42,37
2019-07-16,24.7,1.3,2,79,57,34
2019-07-17,25.6,1.2,12,73.9,51,60
2019-07-18,26.9,1.2,13,65,40,64
2019-07-19,28.6,1.5,4,61.3,32,35
2019-07-20,28,2.1,4,66.9,54,10
2019-07-21,25.1,2.2,10,87.1,58,18
2019-07-22,26.7,2.2,9,74.6,67,44
2019-07-23,28.1,1.7,10,70.8,45,24
2019-07-24,26.5,1.6,9,82.3,54,24
2019-07-25,26.3,1.2,9,90.1,60,26
2019-07-26,25.1,1.7,9,95.3,61,19
2019-07-27,28.4,1.3,6,76.6,62,21
2019-07-28,26.1,2.2,9,88.3,42,13
2019-07-29,27.5,2.6,9,74.5,42,14
2019-07-30,28.1,3.4,9,75.3,28,20
2019-07-31,25.8,2.2,9,91.1,44,18
2019-08-01,26.3,1.7,12,86.4,48,14
2019-08-02,28.4,1.2,12,74.6,28,20
2019-08-03,29.4,1.3,2,69,52,20
2019-08-04,28.3,1.2,2,75.9,42,30
2019-08-05,30.5,1.1,15,65.5,40,38
2019-08-06,31.6,1.5,3,51.4,33,26
2019-08-07,26.9,1.2,13,78.1,31,21
2019-08-08,28.9,1.6,13,71.4,44,40
2019-08-09,29.8,1.3,13,69,54,24
2019-08-10,31.5,1.5,4,57.9,32,24
2019-08-11,30.4,2.5,4,53.6,8,19
2019-08-12,26.6,1.3,3,91.8,8,18
2019-08-13,29.2,1.5,12,76.9,22,26
2019-08-14,30.4,1.5,3,63.9,28,18
2019-08-15,25.9,1.3,2,82,37,9
2019-08-16,25.9,2.2,12,74.5,35,18
2019-08-17,25.9,2.5,12,69.5,39,30
2019-08-18,25.6,1.7,12,66.5,46,23
2019-08-19,26.3,1.1,2,60.6,49,23
2019-08-20,28.2,1.5,3,56.3,54,28
2019-08-21,27,1.2,2,67.3,51,34
2019-08-22,26.9,1.7,12,66.5,57,40
2019-08-23,26.2,2.1,12,58.4,49,32
2019-08-24,24.1,1.5,12,60.9,67,22
2019-08-25,25,1.5,2,66.6,54,18
2019-08-26,26.4,1.2,2,63.8,56,24
2019-08-27,25.7,1,13,71.1,70,26
2019-08-28,26.1,1.9,12,66.2,57,26
2019-08-29,23.4,2.2,7,77.1,39,25
2019-08-30,22.6,2.4,9,66.3,47,16
2019-08-31,23.5,1.9,10,65,42,18
2019-09-01,23.7,1.4,15,64,56,18
2019-09-02,24.4,1.6,14,56.6,63,25
2019-09-03,24.1,2.3,16,67.6,55,24
2019-09-04,22.8,2.5,16,89,58,9
2019-09-05,23,2,16,91.4,72,7
2019-09-06,25.3,2.1,16,79.8,77,16
2019-09-07,25.7,6,16,72.9,68,12
2019-09-08,24.7,1.9,7,76.9,78,36
2019-09-09,25.1,1.7,15,74.3,75,38
2019-09-10,23.8,2.4,16,93.4,57,16
2019-09-11,24.3,3.1,16,71.4,35,12
2019-09-12,21,2.6,16,72.3,35,19
2019-09-13,23.3,1.7,16,60.4,47,16
2019-09-14,22.4,1.2,14,80,44,20
2019-09-15,24.2,1.7,15,70.4,64,15
2019-09-16,24.5,2.1,16,53,49,11
2019-09-17,23.5,2.1,16,41.6,55,16
2019-09-18,21,3.1,10,46,56,25
2019-09-19,19.5,1.9,12,46.5,56,20
2019-09-20,19.6,2.1,16,52.8,68,20
2019-09-21,19.6,2,16,60.3,78,16
2019-09-22,18.6,3.8,16,63.4,59,7
2019-09-23,20,2.2,13,51.1,63,16
2019-09-24,19.8,1.8,10,61.3,73,24
2019-09-25,20.9,1.4,15,64.4,75,34
2019-09-26,22.9,1.9,15,59.3,65,30
2019-09-27,22.9,1.9,16,57.5,68,22
2019-09-28,23.7,1.7,10,58.9,77,30
2019-09-29,22.6,1.7,10,60.6,74,40
2019-09-30,22.4,1.6,10,61,64,54
2019-10-01,23.1,1.8,14,67.1,48,46
2019-10-02,21.6,3,16,88,59,24
2019-10-03,22.4,2.8,15,73.4,73,10
2019-10-04,22.4,2.1,16,71.5,48,30
2019-10-05,18.7,2.9,16,72.6,23,39
2019-10-06,18.1,2.9,16,53.4,55,12
2019-10-07,14.8,1.8,16,92,56,12
2019-10-08,14.7,2.6,11,58.8,61,25
2019-10-09,13.6,1.7,10,48.3,83,26
2019-10-10,15.2,1.3,14,60.9,46,30
2019-10-11,18.8,1.9,16,60,43,34
2019-10-12,17.9,3.5,16,49.3,53,25
2019-10-13,17.2,1.9,16,52.6,53,20
2019-10-14,14.4,2.5,11,56.9,24,34
2019-10-15,14.5,1.6,16,55.6,56,26
2019-10-16,14.6,1.6,10,58.3,82,30
2019-10-17,15.4,1.7,16,56,88,29
2019-10-18,17,2.4,16,58.3,121,18
2019-10-19,17,1.8,10,63.8,117,21
2019-10-20,16.5,1.3,14,70.3,75,38
2019-10-21,17.1,1,14,61,119,42
2019-10-22,18.1,1.6,3,56.1,104,38
2019-10-23,17,2.4,3,57.3,100,22
2019-10-24,18.3,2.7,3,47.6,102,26
2019-10-25,16.7,2.4,3,58,27,22
2019-10-26,10,2.5,12,60,54,23
2019-10-27,11,1.6,13,59,79,25
2019-10-28,12.9,2.5,9,65.9,131,32
2019-10-29,12.5,2.3,12,61,98,64
2019-10-30,11.2,1.6,12,60.3,145,26
2019-10-31,14.8,2.3,10,73.8,129,60
2019-11-01,14.9,1.8,13,57.9,111,82
2019-11-02,13.6,1.5,13,57.3,107,66
2019-11-03,14.7,2.1,3,57.8,60,49
2019-11-04,13.8,2.1,3,57.8,62,14
2019-11-05,12.4,1.6,1,65.1,87,34
2019-11-06,11,1.8,13,63.6,105,50
2019-11-07,9.2,2.7,14,42.8,70,48
2019-11-08,6.8,1.9,13,31.4,95,45
2019-11-09,9.5,1.6,13,41.4,134,42
2019-11-10,10,2.1,3,59.6,82,40
2019-11-11,11.2,2.4,13,71.6,76,25
2019-11-12,9.3,1.4,1,63.6,96,38
2019-11-13,7.2,2.8,2,72.3,85,35
2019-11-14,1.3,2.9,13,30.6,77,20
2019-11-15,5.6,2,3,87.4,89,25
2019-11-16,6.8,1.6,2,81.3,191,38
2019-11-17,8.3,3.1,3,79.4,126,29
2019-11-18,4.6,3.9,12,59.8,110,62
2019-11-19,0.2,2.8,13,48,119,30
2019-11-20,0.5,1.8,13,35.5,112,24
2019-11-21,4.2,1.9,2,37.4,75,40
2019-11-22,9.7,2.1,3,34.1,62,46
2019-11-23,12.1,1.8,3,52,68,33
2019-11-24,9.8,2.2,2,74.6,43,33
2019-11-25,1.9,2.7,13,62.1,45,29
2019-11-26,6.6,2,13,64,82,28
2019-11-27,3.1,2.7,14,50.8,72,42
2019-11-28,3.5,2,13,52.4,45,42
2019-11-29,1.5,2,13,42.8,78,47
2019-11-30,4.1,1.7,3,42.6,86,47
2019-12-01,4.6,1.6,2,79.4,67,46
2019-12-02,-0.1,3.1,13,48,55,24
2019-12-03,0.5,1.6,1,61.3,72,32
2019-12-04,2,1.8,13,41.6,90,32
2019-12-05,-4.4,3.2,14,31.9,62,26
2019-12-06,-5.9,1.7,13,34.5,71,34
2019-12-07,-2.4,1.7,2,65,122,54
2019-12-08,-0.9,1.4,3,65.1,129,60
2019-12-09,3.2,2.5,3,56.8,261,70
2019-12-10,8.1,1.2,2,82.3,214,102
2019-12-11,6.3,3.4,12,62,106,74
2019-12-12,-0.7,1.8,13,45.4,68,22
2019-12-13,2.1,2,2,53.6,85,28
2019-12-14,2.7,2.3,13,58.3,60,44
2019-12-15,5.3,2,4,52.5,77,40
2019-12-16,7.8,1.9,3,58.9,71,40
2019-12-17,7.7,2.3,13,81.4,56,34
2019-12-18,0.8,2.5,12,64.6,40,42
2019-12-19,-0.8,2.4,13,47.8,72,30
2019-12-20,-1.1,2.3,15,45.3,81,32
2019-12-21,-1.2,1.7,2,68.1,107,41
2019-12-22,4.1,1.7,3,63.4,140,64
2019-12-23,3.4,2,14,80.4,106,58
2019-12-24,0.8,1.4,2,67.9,79,74
2019-12-25,2,1,2,60.8,91,56
2019-12-26,2,2.4,13,59,69,51
2019-12-27,-1.7,2.1,15,45.4,68,38
2019-12-28,1.1,2,3,47.6,68,48
2019-12-29,3.8,2.9,3,52.5,68,48
2019-12-30,2.7,2.9,14,70.3,68,43
2019-12-31,-7.9,3.1,13,39.3,68,31
2020-01-01,-2.2,0.6,2,64.4,68,38
2020-01-02,1,1.2,2,65.4,120,64
2020-01-03,-0.1,1.7,13,56.9,171,71
2020-01-04,1.2,1.9,2,50.8,196,60
2020-01-05,1.3,1.1,2,45.6,212,59
2020-01-06,3.1,3.1,3,65.4,56,44
2020-01-07,6.3,4,3,95,34,10
2020-01-08,2.4,3.3,12,86.1,55,30
2020-01-09,-1.2,2.3,13,65.3,69,53
2020-01-10,-0.6,1.5,13,62.9,90,67
2020-01-11,-0.1,1.9,13,60.9,87,58
2020-01-12,-1,2.4,13,61.5,63,50
2020-01-13,-2.9,2.3,13,51,96,28
2020-01-14,-2.3,1.6,13,45.3,67,34
2020-01-15,-2.7,1.9,12,44.8,85,41
2020-01-16,-1.7,1.6,14,43,107,44
2020-01-17,-0.6,1.5,13,43.9,137,62
2020-01-18,0.3,1.8,12,48.1,122,64
2020-01-19,1.9,2.2,12,62.8,120,66
2020-01-20,0.7,2.5,12,46.8,77,55
2020-01-21,-0.4,1.4,14,36.9,88,48
2020-01-22,3,1.7,2,36,96,50
2020-01-23,4.6,2,13,49.3,148,66
2020-01-24,2.8,1.7,13,63,63,74
2020-01-25,4.3,1.5,13,63.1,62,55
2020-01-26,5.5,2.7,3,56.3,72,29
2020-01-27,5.9,4.6,3,48.1,59,10
2020-01-28,6.8,2.6,2,49.4,94,12
2020-01-29,6,2.1,3,46.4,55,16
2020-01-30,5.2,1.8,3,47,43,18
2020-01-31,3.9,2.3,12,59.6,63,32
2020-02-01,2.6,1.7,13,66.6,75,74
2020-02-02,1.5,1.8,13,52.3,67,78
2020-02-03,-0.4,3.1,12,43.6,56,30
2020-02-04,-1.6,2.8,14,50.3,50,30
2020-02-05,-8.3,3.3,14,37.3,29,28
2020-02-06,-6.4,1.9,13,36.4,53,45
2020-02-07,-1.7,2,13,45.1,78,42
2020-02-08,-0.1,3,14,48.1,84,47
2020-02-09,-0.5,2,12,51.1,92,41
2020-02-10,4,1.7,13,49.4,65,53
2020-02-11,6.8,1.6,2,37,63,64
2020-02-12,7.4,2.2,3,73.4,64,57
2020-02-13,6.5,1.7,13,84.8,52,78
2020-02-14,8.1,1.2,13,70.3,45,87
2020-02-15,9.8,2.7,3,63,17,70
2020-02-16,-1.4,4,12,81.1,16,42
2020-02-17,-5.9,3.4,14,64.3,19,30
2020-02-18,-4.1,2.3,13,44,33,28
2020-02-19,1,1.5,2,56.8,36,40
2020-02-20,4.6,1.7,2,62.6,70,68
2020-02-21,6.7,2.2,9,66.3,99,69
2020-02-22,4,4,12,62,56,70
2020-02-23,2.5,2,12,48.6,87,26
2020-02-24,7,1.6,2,51.8,90,41
2020-02-25,6.7,4.2,3,73.5,53,25
2020-02-26,6.4,2.1,2,59.6,39,20
2020-02-27,6.1,2,3,54,43,16
2020-02-28,4.5,1.4,2,79.4,56,30
2020-02-29,7.7,1.7,2,68.6,73,26
2020-03-01,5.8,2,12,71.8,70,53
2020-03-02,3.4,2.7,13,55.3,65,42
2020-03-03,4.8,2.6,3,57,62,48
2020-03-04,2.2,3.7,12,53.4,31,49
2020-03-05,1.4,2.5,12,47.5,66,41
2020-03-06,3.7,1.6,2,46.8,65,46
2020-03-07,7,2,3,39.5,93,68
2020-03-08,9.3,1.6,13,43.8,123,66
2020-03-09,11.1,1.8,14,37.6,73,66
2020-03-10,6.4,2.8,13,78.4,63,48
2020-03-11,3.8,3.3,12,41.8,89,34
2020-03-12,6.8,2.5,11,49.8,74,36
2020-03-13,4.9,3.3,14,41,44,34
2020-03-14,3.6,3,11,48.1,71,44
2020-03-15,4,3.6,14,48.3,64,44
2020-03-16,3.6,2.8,11,42.4,66,26
2020-03-17,6.6,2.1,10,65.8,78,48
2020-03-18,10,1.8,11,45.8,154,62
2020-03-19,9.1,4.8,12,49,68,58
2020-03-20,8.8,3.1,9,39.6,102,38
2020-03-21,12.8,2,8,56.5,110,49
2020-03-22,11,3,13,37.5,64,40
2020-03-23,10.6,1.9,12,37.9,103,51
2020-03-24,11.4,1.8,12,35,77,61
2020-03-25,12.5,1.9,13,33.6,69,54
2020-03-26,14.8,1.9,3,53.8,52,56
2020-03-27,11.9,3.3,13,56.4,36,46
2020-03-28,7.7,3.2,16,17.9,50,34
2020-03-29,8.7,2,13,30.6,71,44
2020-03-30,10.2,1.8,12,38.4,62,59
2020-03-31,11.9,2,12,34.5,62,52
2020-04-01,11.3,3.7,13,35.6,62,73
2020-04-02,9.3,2.3,11,41.4,77,42
2020-04-03,10,2.7,12,53.8,76,60
2020-04-04,8.9,3.4,13,36.4,104,64
2020-04-05,7.2,2.8,12,29.5,88,48
2020-04-06,9.3,2.4,13,38.3,79,56
2020-04-07,10.6,2.5,12,56.6,93,58
2020-04-08,9.4,3.5,13,25.5,96,44
2020-04-09,8.9,2.8,12,44.6,37,50
2020-04-10,10.7,2.4,13,52.6,53,44
2020-04-11,9.9,2.5,13,63.8,65,42
2020-04-12,9.9,3.8,4,58.6,74,34
2020-04-13,12.4,3.1,3,39.4,80,22
2020-04-14,13,2.4,13,46.8,82,54
2020-04-15,13.2,2.2,13,39.8,66,68
2020-04-16,16,2.3,4,39.9,83,58
2020-04-17,12.5,2.4,5,77.8,76,44
2020-04-18,13.5,2.6,14,67.9,91,31
2020-04-19,12.3,2.7,4,75.8,59,27
2020-04-20,10,3.3,11,73,58,18
2020-04-21,7.4,4.4,13,49,46,33
2020-04-22,6,4,13,46.8,52,68
2020-04-23,7.9,3.7,13,47.8,46,44
2020-04-24,9.9,3.9,12,55.6,75,40
2020-04-25,13.1,3.9,11,54.4,73,54
2020-04-26,12.3,3.2,13,43.1,64,34
2020-04-27,12.9,2.8,14,49.8,68,37
2020-04-28,13.9,3,11,50,73,42
2020-04-29,14.9,2.6,13,48.6,66,52
2020-04-30,17.1,2.7,11,57.1,65,39
2020-05-01,20.2,2.7,12,73.6,64,52
2020-05-02,20.3,2.3,13,79.6,61,48
2020-05-03,21.8,2,4,68.8,89,29
2020-05-04,20.2,2.7,13,63.9,39,38
2020-05-05,16,1.9,13,67.9,41,37
2020-05-06,19.4,2.1,3,50,62,36
2020-05-07,20.7,2.5,4,32.5,44,32
2020-05-08,19.9,2.4,7,32.8,15,32
2020-05-09,14.2,3.6,4,94.4,23,15
2020-05-10,14.4,2.5,11,88.6,48,34
2020-05-11,16.5,3,11,61,42,98
2020-05-12,14.3,2.9,11,69.4,51,43
2020-05-13,16.1,2.8,12,47.3,92,34
2020-05-14,19.3,2,4,35.4,75,42
2020-05-15,16.1,3,4,81.4,83,32
2020-05-16,16.7,1.6,13,90.3,82,27
2020-05-17,19.1,1.7,14,80.1,110,41
2020-05-18,19.1,2.4,6,79.4,61,39
2020-05-19,13,3.2,2,73.6,57,12
2020-05-20,14.4,1.9,4,60.4,70,12
2020-05-21,17.4,2.1,4,56.1,70,24
2020-05-22,18.5,1.9,13,68.5,60,52
2020-05-23,20.1,2.2,13,66.1,79,52
2020-05-24,17.1,2.9,10,84.8,64,28
2020-05-25,16.6,2.1,14,81,68,44
2020-05-26,16.2,2.1,13,81.9,41,47
2020-05-27,17.4,2.6,14,68.5,60,22
2020-05-28,18.7,1.9,14,62.8,58,28
2020-05-29,20.7,2,13,65.6,65,34
2020-05-30,22.6,1.9,13,57.3,47,38
2020-05-31,21.2,2.3,14,63,48,38
2020-06-01,19.7,3.4,13,64.3,65,24
2020-06-02,17.9,2.2,13,71,95,27
2020-06-03,22,2.4,13,73.3,117,54
2020-06-04,21.9,2.7,11,81.1,106,61
2020-06-05,23,1.8,13,69.4,103,46
2020-06-06,24.6,2,13,63.6,101,52
2020-06-07,22.7,2.3,13,69.4,83,44
2020-06-08,25,2.1,13,63.6,77,41
2020-06-09,26.7,2.3,14,51.6,63,49
2020-06-10,25.8,2,13,63.8,50,48
2020-06-11,26.1,2.2,13,68.3,82,30
2020-06-12,24.7,1.7,13,68.6,55,47
2020-06-13,26.9,1.9,13,52.8,65,53
2020-06-14,24,2.9,12,70.6,60,41
2020-06-15,23,2.8,12,62.3,70,33
2020-06-16,24.4,2.2,13,63,73,57
2020-06-17,24.3,2,13,58.6,58,53
2020-06-18,23.4,1.6,14,61.4,62,40
2020-06-19,24.7,2.1,3,61.4,70,28
2020-06-20,24.9,2.1,13,62.6,57,41
2020-06-21,26.1,2,14,59.5,56,38
2020-06-22,28.6,2,13,50.5,49,42
2020-06-23,27.3,1.9,12,53.5,16,46
2020-06-24,22.3,2.7,2,83.5,19,36
2020-06-25,21.6,2.2,8,91,54,20
2020-06-26,21.8,3.2,10,82.1,39,28
2020-06-27,24.1,2,11,70.4,63,28
2020-06-28,25.2,2.4,12,70.5,83,35
2020-06-29,23.8,2.4,2,77,44,42
2020-06-30,20.1,4,14,83,51,9
2020-07-01,21.1,1.9,12,79.3,72,22
2020-07-02,24.2,1.9,5,74.5,48,52
2020-07-03,25.5,2.6,2,63.5,25,38
2020-07-04,24.2,2.1,12,63.9,41,23
2020-07-05,23.8,1.9,11,68.6,51,31
2020-07-06,25.6,2.1,12,66.6,45,28
2020-07-07,24.1,2.5,12,75.5,49,22
2020-07-08,25.5,2,12,71.9,52,36
2020-07-09,27.5,1.7,5,64.6,69,38
2020-07-10,24.5,2.8,2,75,76,30
2020-07-11,25.8,2.6,2,62.6,80,8
2020-07-12,23.5,2.4,3,71.9,18,14
2020-07-13,18.7,4,3,94.8,18,8
2020-07-14,20.3,2.8,2,79.4,56,7
2020-07-15,23.4,2,2,63.1,66,12
2020-07-16,25,1.8,12,70.9,68,28
2020-07-17,26,1.9,11,72,67,38
2020-07-18,26.1,1.6,12,71.6,29,35
2020-07-19,24,2.7,2,81.6,21,16
2020-07-20,23.8,3.7,9,86.3,50,14
2020-07-21,25,1.6,12,77,47,34
2020-07-22,23.7,1.6,2,89.3,53,24
2020-07-23,21.1,3.6,2,95.5,30,14
2020-07-24,22.5,4.6,2,74.3,48,6
2020-07-25,24.3,3.1,2,69.3,63,5
2020-07-26,25.4,2,2,69.3,52,10
2020-07-27,24.3,2.2,2,86.4,78,14
2020-07-28,24.4,2,2,84.8,74,13
2020-07-29,23.7,2,2,95.8,71,12
2020-07-30,25.3,2.1,10,85.5,62,19
2020-07-31,26.2,2,11,81.9,33,23
2020-08-01,25.3,1.7,10,90.9,43,14
2020-08-02,24.9,2.3,8,96.3,23,11
2020-08-03,25,3,9,96.3,38,13
2020-08-04,27,3.5,9,89.3,24,36
2020-08-05,26.5,1.9,2,92.1,38,33
2020-08-06,24.1,3.3,9,92.8,24,17
2020-08-07,24.3,1.8,2,85.3,14,37
2020-08-08,24.2,2.3,3,89.5,45,14
2020-08-09,24.9,2.6,9,95.4,66,10
2020-08-10,26.5,2,9,91.6,71,13
2020-08-11,24.6,2.2,9,92.5,67,11
2020-08-12,27.2,1.9,2,83.9,58,25
2020-08-13,28,2.5,9,82.4,25,28
2020-08-14,27.1,3.5,9,86.1,36,32
2020-08-15,26.1,1.9,9,96,26,36
2020-08-16,27.4,3,9,82.6,61,23
2020-08-17,28.2,2.3,9,77.9,53,29
2020-08-18,27.5,1.6,12,76.3,53,33
2020-08-19,27.1,2,12,76.8,47,44
2020-08-20,27.7,1.7,11,76,15,39
2020-08-21,26.6,1.6,2,83.1,30,30
2020-08-22,24.3,2.1,2,87.4,45,14
2020-08-23,25.3,1.9,12,78.4,62,10
2020-08-24,27.8,2.2,2,71.6,40,26
2020-08-25,29.9,2.1,9,69.5,47,27
2020-08-26,30.2,3.4,3,68.3,35,19
2020-08-27,27.1,3.6,5,84.6,38,17
2020-08-28,27.3,1.6,12,89.1,55,23
2020-08-29,26.8,1.3,2,90.1,72,15
2020-08-30,26.8,2.1,9,88.8,64,14
2020-08-31,26.4,2.8,2,77.9,49,10
2020-09-01,26.6,1.9,5,72.4,55,16
2020-09-02,24.3,2.3,2,91.3,56,14
2020-09-03,22.7,4.8,9,82,46,13
2020-09-04,23.3,2.7,9,63.9,56,20
2020-09-05,23.3,2,2,66.6,67,30
2020-09-06,21.7,2.7,2,80,71,21
2020-09-07,19.2,4.2,2,93.5,80,6
2020-09-08,23.4,4.2,10,71.5,51,26
2020-09-09,21.1,2.1,8,83.4,58,28
2020-09-10,22.8,2,2,75.8,63,26
2020-09-11,22.4,2.8,2,72.6,29,24
2020-09-12,20.2,2,2,83.8,51,9
2020-09-13,21.5,1.9,2,70.4,47,7
2020-09-14,21.3,1.8,12,79.3,62,26
2020-09-15,23,1.6,2,76.4,43,40
2020-09-16,22.5,1.9,8,79.9,46,25
2020-09-17,21.3,2.1,12,70.3,53,22
2020-09-18,21.5,2.8,11,62,53,22
2020-09-19,21.2,2.2,11,59.3,74,19
2020-09-20,19.7,2,13,57.6,76,18
2020-09-21,19.1,1.7,2,56.1,70,24
2020-09-22,20.2,2.8,2,55.3,84,14
2020-09-23,19.2,3.3,2,59.9,64,9
2020-09-24,20.6,3.7,2,59.6,65,10
2020-09-25,20.1,2.5,2,64.1,70,13
2020-09-26,19.3,2.4,2,62.5,67,14
2020-09-27,20.4,2,2,63.3,71,14
2020-09-28,20.7,2,2,66,67,23
2020-09-29,19.6,1.9,13,67.6,59,36
2020-09-30,19.6,1.7,1,78,47,31
2020-10-01,18.8,2.1,2,74.9,66,16
2020-10-02,19.2,2.3,8,79.6,59,30
2020-10-03,19.9,1.6,12,72.5,68,46
2020-10-04,16.6,2.8,12,65.1,57,31
2020-10-05,13.3,2.5,12,57.3,47,28
2020-10-06,14.2,2,13,55.9,72,27
2020-10-07,16,1.9,2,48.9,95,28
2020-10-08,17.2,3.1,2,53,81,17
2020-10-09,17.2,3,3,53.4,76,18
2020-10-10,16.9,2,3,60.1,108,21
2020-10-11,16.9,1.8,2,68.5,110,30
2020-10-12,16.2,2.2,11,68.6,50,44
2020-10-13,13.6,2.2,12,52.3,83,30
2020-10-14,12.8,2.4,13,47,53,40
2020-10-15,11.7,1.5,2,41.8,60,35
2020-10-16,11.8,1.5,2,64.3,70,46
2020-10-17,13.1,1.8,12,64.3,65,42
2020-10-18,13.6,2,1,65.5,76,38
2020-10-19,15.1,1.7,1,74.4,111,89
2020-10-20,15.2,1.6,1,67.1,104,92
2020-10-21,14.1,1.9,2,69.4,120,47
2020-10-22,13.5,2.8,2,66,104,80
2020-10-23,8.6,3,12,51.5,56,31
2020-10-24,8.7,2.5,12,47.6,73,33
2020-10-25,11.8,1.7,1,62.5,81,39
2020-10-26,12.9,1.6,1,71.6,115,63
2020-10-27,14,1.8,12,74.1,103,94
2020-10-28,13.8,2.5,12,52.1,67,57
2020-10-29,10.8,2,12,40.3,106,42
2020-10-30,11.9,1.5,2,42.9,102,51
2020-10-31,13.6,2.6,9,60.3,79,32
2020-11-01,13.7,2.3,9,84.3,124,58
2020-11-02,10.8,2.3,12,58.3,102,54
2020-11-03,5.1,3.5,12,47.5,74,25
2020-11-04,4.9,2.3,12,43.9,87,36
2020-11-05,9.6,1.8,2,61.5,70,46
2020-11-06,13.5,1.7,2,63.3,73,57
2020-11-07,14.6,2.7,10,68.8,125,96
2020-11-08,8.5,3.1,12,43.8,69,64
2020-11-09,5.5,1.8,12,40.9,91,32
2020-11-10,7.7,2.2,12,56.1,113,32
2020-11-11,9.3,1.6,2,53.5,99,54
2020-11-12,10.4,1.7,1,56.9,85,76
