Date,Temperature,W_speed,W_direction,Humidity,Shandong,Seoul
2017-09-27,22.7,1.7,15,66.4,36,43
2017-09-28,19.2,2.8,12,49.1,51,24
2017-09-29,17.4,2.2,10,39.3,81,24
2017-09-30,20,1.5,1,64.9,56,38
2017-10-01,18.2,2.3,3,74.8,37,36
2017-10-02,22,2.3,3,62.3,36,20
2017-10-03,17.6,2.3,13,49.8,39,40
2017-10-04,16.7,1.8,12,48.5,57,24
2017-10-05,18.7,2.1,3,56.4,60,14
2017-10-06,18.9,2.3,3,66.4,74,13
2017-10-07,21.9,1.2,2,67.6,60,10
2017-10-08,23,1.4,2,66.9,84,19
2017-10-09,22.5,1.5,12,66,61,26
2017-10-10,21.4,1.3,1,76.9,13,30
2017-10-11,15.5,2.9,12,77.1,42,12
2017-10-12,11.4,2,12,71,54,23
2017-10-13,12.8,3.2,13,51,77,28
2017-10-14,14.4,2.5,13,42.8,115,22
2017-10-15,15.8,1.7,3,42.5,91,22
2017-10-16,16.6,1.7,13,47.6,93,32
2017-10-17,16.2,1.3,1,47.1,54,40
2017-10-18,16.5,2.4,3,58.8,78,29
2017-10-19,17,1.8,2,58.3,105,18
2017-10-20,17,1.5,2,58.6,129,34
2017-10-21,17.6,1.3,1,52.8,98,40
2017-10-22,16.3,3.1,3,50.4,54,26
2017-10-23,13.7,1.4,1,47,42,24
2017-10-24,14.4,1.9,13,54.3,60,34
2017-10-25,14.4,1.5,13,59,86,41
2017-10-26,14.5,1.2,1,56.5,92,52
2017-10-27,16.9,1.2,12,54.4,111,60
2017-10-28,17.2,2,2,51.9,126,48
2017-10-29,11.5,3.3,13,45.6,42,67
2017-10-30,7.7,2.4,13,27.4,50,39
2017-10-31,10.4,1.8,12,54.3,78,36
2017-11-01,14.4,2.1,9,72.4,85,40
2017-11-02,15.5,1.6,9,78.8,115,48
2017-11-03,12.3,3.2,12,66,45,40
2017-11-04,7.8,2.5,13,47.9,57,54
2017-11-05,8.4,1.5,12,52.5,63,42
2017-11-06,11.4,1.5,1,64.5,62,35
2017-11-07,14.4,1.5,2,61.4,114,44
2017-11-08,13.1,3,12,53.3,118,60
2017-11-09,9.4,1.2,2,39.6,75,52
2017-11-10,9.8,3,2,56.3,64,45
2017-11-11,5.9,2.2,12,42.9,55,70
2017-11-12,5.3,1.4,12,57.1,74,31
2017-11-13,8.4,1.9,2,64.4,82,40
2017-11-14,7.5,2.4,13,42.5,54,48
2017-11-15,3.2,2.8,14,38.3,71,25
2017-11-16,1,1.5,1,30.3,86,24
2017-11-17,3,2.2,2,39.4,88,40
2017-11-18,-2.1,3.4,13,38.5,39,40
2017-11-19,-1.6,2.2,12,37.8,79,25
2017-11-20,-0.4,1.4,12,55.3,94,36
2017-11-21,1.3,1.4,2,55.6,100,48
2017-11-22,4.3,2.4,2,54.8,80,56
2017-11-23,0.9,2.1,12,49.3,65,22
2017-11-24,-0.4,1.8,13,62.5,60,20
2017-11-25,3,1.8,3,77.6,110,27
2017-11-26,3.3,1.8,14,71.6,89,32
2017-11-27,2.5,1.3,2,53,76,44
2017-11-28,6.4,1.1,1,64.1,90,64
2017-11-29,3.2,2.8,13,48.3,55,57
2017-11-30,-2.4,3.3,13,26.8,55,24
2017-12-01,-2.2,1.6,12,49.4,84,24
2017-12-02,1.9,1.7,2,59.9,110,38
2017-12-03,4.9,1.5,2,83.1,118,46
2017-12-04,-1.2,3.4,13,48.1,37,39
2017-12-05,-4.2,2.8,13,40.1,67,26
2017-12-06,0.2,2.1,13,72.6,85,30
2017-12-07,0.7,1.7,13,64.5,94,40
2017-12-08,-3.8,1.8,13,41.3,54,32
2017-12-09,-0.5,1,1,46.1,85,40
2017-12-10,1.1,2,4,67.9,84,36
2017-12-11,-7,3.5,13,40.5,54,48
2017-12-12,-9.4,2.1,14,41.9,48,39
2017-12-13,-8.7,1.7,13,42,75,41
2017-12-14,-6.6,0.9,16,42.9,106,58
2017-12-15,-3,1,16,52.6,117,77
2017-12-16,-5.7,3,13,43.1,57,46
2017-12-17,-6.7,1.9,13,38.1,64,40
2017-12-18,-1.6,1.2,1,80,71,54
2017-12-19,-3.9,2.1,13,49.4,61,44
2017-12-20,-3.9,1.1,4,68,82,45
2017-12-21,-0.9,1.2,13,71.4,74,48
2017-12-22,3.4,1.1,1,66.6,83,54
2017-12-23,6.1,1.1,9,75.8,125,94
2017-12-24,2.9,1.9,13,82,95,66
2017-12-25,-2.1,2.8,13,43.1,70,30
2017-12-26,-3.8,2.9,13,41.8,81,28
2017-12-27,-6.9,1.9,13,31.4,91,29
2017-12-28,-2.1,1.3,13,47,130,44
2017-12-29,2.1,1.1,13,67,248,82
2017-12-30,1.4,0.9,13,79.5,216,102
2017-12-31,-0.3,2.3,13,54.4,127,56
2018-01-01,-1.3,1.4,13,39.1,136,45
2018-01-02,-1.8,1.8,13,42,111,37
2018-01-03,-4.7,2.2,13,42.3,49,36
2018-01-04,-4.7,1.4,13,43,55,44
2018-01-05,-3,1.7,13,48.4,69,54
2018-01-06,-2.8,1.5,13,45.8,87,46
2018-01-07,-0.8,0.8,4,42.1,61,50
2018-01-08,1.3,1.8,12,51.9,80,50
2018-01-09,-4.2,2.9,13,59.4,1,40
2018-01-10,-7.5,3,13,52,7,30
2018-01-11,-11.1,2.8,13,49.8,25,33
2018-01-12,-10.2,1.7,13,35.4,60,25
2018-01-13,-4.4,0.8,2,67.3,66,48
2018-01-14,0.6,1.2,4,64.1,71,59
2018-01-15,4.7,1.4,13,63.9,108,62
2018-01-16,3.5,0.7,1,59.1,126,90
2018-01-17,4.5,1.2,13,64.1,155,88
2018-01-18,2.1,1.9,13,59.6,151,74
2018-01-19,1,1.6,13,43,160,56
2018-01-20,2.2,1.6,12,57.6,165,87
2018-01-21,0.4,1,13,36.6,191,58
2018-01-22,0.2,1.5,13,56.5,60,43
2018-01-23,-11.7,3.7,13,42,35,24
2018-01-24,-14.2,3.4,13,31.6,57,30
2018-01-25,-14,2.8,15,32.6,41,26
2018-01-26,-14.8,2.6,14,34.9,38,33
2018-01-27,-9.9,1.4,12,37.4,72,44
2018-01-28,-6.3,2.6,13,36,64,31
2018-01-29,-8.5,2.7,12,35,82,47
2018-01-30,-5.3,1.3,9,62,78,43
2018-01-31,-2.6,1.6,13,54.5,70,40
2018-02-01,-4,1.6,13,44.1,93,40
2018-02-02,-2.4,1.6,13,51.1,54,50
2018-02-03,-7.3,3.8,13,47,46,34
2018-02-04,-9.5,3.1,13,40.9,68,34
2018-02-05,-9.4,3,13,37.8,49,26
2018-02-06,-10.1,3.1,13,36.5,55,32
2018-02-07,-8,1.5,13,39.8,71,40
2018-02-08,-4.4,1.2,1,43.3,71,49
2018-02-09,0.4,1.1,10,43.9,97,60
2018-02-10,-0.5,3,13,47.4,55,63
2018-02-11,-6.1,2.7,12,42.5,69,52
2018-02-12,-5.8,2.7,12,40.8,60,50
2018-02-13,-0.8,2.7,9,54.5,83,52
2018-02-14,3.5,2.6,11,51,78,62
2018-02-15,-0.7,2.5,13,28,56,40
2018-02-16,-1.1,2.1,12,40.1,83,44
2018-02-17,-3,2.9,13,25.6,92,50
2018-02-18,-0.4,1.3,12,26.9,43,38
2018-02-19,1.8,1.5,13,48.6,88,56
2018-02-20,0.9,2.5,13,41,88,57
2018-02-21,-0.9,2.3,13,31.5,74,38
2018-02-22,1.3,2.2,10,59,86,44
2018-02-23,4.2,1.9,10,81.1,73,81
2018-02-24,2.4,2.1,13,49.4,46,66
2018-02-25,1.9,1.7,13,40.6,77,44
2018-02-26,3.1,1.4,13,43.1,94,58
2018-02-27,4.2,0.9,4,48.8,127,81
2018-02-28,4.6,2,4,73.3,124,62
2018-03-01,-0.2,3.8,13,61.9,59,39
2018-03-02,-0.7,1.5,13,34,62,68
2018-03-03,7.9,1.5,12,38.1,61,60
2018-03-04,9.8,1.2,4,89.1,58,28
2018-03-05,5.5,2,2,67.5,42,9
2018-03-06,4.5,1.6,1,46.8,54,32
2018-03-07,6.4,1.8,4,54,71,30
2018-03-08,4.6,1.9,14,76,49,30
2018-03-09,4.5,1.5,13,63.3,78,52
2018-03-10,4.6,2,13,65.8,98,42
2018-03-11,6.4,2,13,51.3,187,54
2018-03-12,8,1.4,13,45.8,109,80
2018-03-13,12.4,1.8,10,60.5,60,54
2018-03-14,17,2.3,10,58.8,61,27
2018-03-15,12.4,2.1,12,92.1,57,18
2018-03-16,7.1,1.9,4,46.9,34,15
2018-03-17,6.6,1.5,12,48,78,32
2018-03-18,8.2,1.2,13,55.9,65,52
2018-03-19,8,2.5,4,64.5,73,26
2018-03-20,4.7,3.4,4,39.9,47,18
2018-03-21,2.1,1.7,1,64.1,55,14
2018-03-22,4.9,2.2,12,61.5,100,42
2018-03-23,6.1,2,12,55.3,109,60
2018-03-24,7.6,2.1,12,61.9,74,92
2018-03-25,9.6,1.7,13,65.6,85,102
2018-03-26,11,1.9,13,64.5,91,96
2018-03-27,13.3,1.6,11,61.1,82,81
2018-03-28,14,2.2,11,66.4,85,51
2018-03-29,15.4,1.6,12,66.3,82,59
2018-03-30,14.8,1.7,4,55.6,88,60
2018-03-31,14,1.9,12,52.9,77,63
2018-04-01,15.6,1.5,9,68.8,119,67
2018-04-02,18.4,1.9,10,64,110,68
2018-04-03,17.8,2.1,10,72.9,92,64
2018-04-04,13.4,1.9,4,67,31,15
2018-04-05,7.6,2,4,90.6,58,7
2018-04-06,5.8,3.1,12,71.6,66,103
2018-04-07,4.2,4.1,12,45.5,45,50
2018-04-08,3.9,1.8,4,59.6,75,26
2018-04-09,7.9,1.1,1,57.9,88,40
2018-04-10,15.1,3.5,9,51,219,46
2018-04-11,12.6,3,12,49.4,63,58
2018-04-12,13.3,2.6,14,30.5,97,50
2018-04-13,14.6,1.3,5,22.9,53,36
2018-04-14,9,1.8,13,78.8,63,20
2018-04-15,9.5,2.4,12,65.5,78,67
2018-04-16,11.6,1.6,12,41.9,96,40
2018-04-17,12.9,1.9,13,37.9,104,60
2018-04-18,12.4,1.9,13,35.4,106,64
2018-04-19,14,1.9,13,38.8,82,73
2018-04-20,18.4,1.3,1,46,76,88
2018-04-21,18.7,1.9,12,32,78,64
2018-04-22,15.5,1.1,5,57.4,29,35
2018-04-23,9.3,2.2,5,93.9,50,10
2018-04-24,12.1,1.4,5,63.3,54,9
2018-04-25,14.6,1.5,13,37.8,75,36
2018-04-26,14.9,2.1,13,51.9,87,46
2018-04-27,15.7,1.7,13,52.9,73,53
2018-04-28,15.4,2,13,49,84,55
2018-04-29,16.2,1.9,13,43.1,72,55
2018-04-30,19.2,1.6,13,61.6,105,74
2018-05-01,20.4,1.5,14,72.8,116,56
2018-05-02,15.1,1.9,3,90.4,43,42
2018-05-03,11.2,2.7,13,62.4,53,32
2018-05-04,14.1,2.7,12,45.5,82,46
2018-05-05,18.3,2.6,10,46.8,60,43
2018-05-06,16.6,1.1,4,86.4,61,16
2018-05-07,19.2,1.2,13,60.3,95,38
2018-05-08,17.5,1.7,5,50.9,60,22
2018-05-09,15.7,1.7,4,50.4,68,25
2018-05-10,15.4,2.3,12,67.4,58,46
2018-05-11,16.1,1.8,13,59.8,72,56
2018-05-12,14.2,0.9,2,89.3,97,29
2018-05-13,15.8,1.9,12,82.5,81,26
2018-05-14,18.2,1.4,12,71.4,81,68
2018-05-15,23.2,1.1,10,56.4,58,68
2018-05-16,22.3,1.9,9,93.8,53,35
2018-05-17,20.9,1.4,12,97,55,15
2018-05-18,16.3,1.3,3,86.8,52,11
2018-05-19,17.6,1.5,4,47.5,52,11
2018-05-20,17,1.4,4,32.1,33,11
2018-05-21,17.8,1.4,5,43.9,45,21
2018-05-22,18.1,1.1,13,75.5,50,35
2018-05-23,17.3,2.5,14,57.1,93,48
2018-05-24,18.3,2.2,10,47.4,96,90
2018-05-25,19.7,1.8,13,47.4,67,86
2018-05-26,21.8,1.4,13,50.1,86,72
2018-05-27,20.3,1.7,14,47.4,108,60
2018-05-28,22.3,1.6,12,49.8,123,56
2018-05-29,21.4,1.8,13,69.3,84,49
2018-05-30,20.2,1.9,12,69.8,63,52
2018-05-31,20.9,1.9,13,58.9,68,51
2018-06-01,23.8,1.9,13,50.4,66,48
2018-06-02,23.4,2,12,44.5,62,40
2018-06-03,24,1.6,12,39.4,73,34
2018-06-04,22.6,1.9,13,50.1,80,40
2018-06-05,23.7,1.7,13,52.5,89,44
2018-06-06,23,2,12,62.9,88,46
2018-06-07,22.2,2,12,69.3,84,45
2018-06-08,21.9,2.1,13,68,71,34
2018-06-09,23.7,1.4,4,60.6,63,39
2018-06-10,21.3,1.4,4,59.9,42,9
2018-06-11,20.2,1.4,3,67.3,62,11
2018-06-12,21.3,1.7,13,65.5,65,16
2018-06-13,22,1.5,2,64,70,28
2018-06-14,21.6,1.1,4,74.9,51,29
2018-06-15,21.7,1.4,4,60.8,57,15
2018-06-16,22.5,1.4,13,56.4,57,23
2018-06-17,22.8,1.3,12,66.9,64,44
2018-06-18,24.8,1.5,13,54.9,70,42
2018-06-19,22.4,1.8,11,61.3,74,39
2018-06-20,22.7,2.3,13,68.1,74,44
2018-06-21,23.7,2.2,13,60.1,73,39
2018-06-22,25,1.8,13,45.1,65,40
2018-06-23,24.5,2,12,50.6,52,38
2018-06-24,25.2,1.9,12,62.8,49,54
2018-06-25,27.1,1.2,13,57.1,46,54
2018-06-26,22.3,2.4,10,88.3,39,44
2018-06-27,22.3,2,11,81.9,54,28
2018-06-28,23.3,1.1,8,85.1,47,25
2018-06-29,24.7,1.5,12,78.5,53,36
2018-06-30,24.4,0.9,2,83.8,55,48
2018-07-01,21.9,0.8,5,94.6,48,14
2018-07-02,22.6,0.7,2,95.4,42,9
2018-07-03,27.4,0.8,3,74.4,60,13
2018-07-04,27.3,1.7,13,69.6,73,22
2018-07-05,25.3,1.2,4,72.8,81,19
2018-07-06,23.9,1.8,4,57.8,56,7
2018-07-07,23.7,1.6,4,51.4,45,8
2018-07-08,23.3,1.5,4,51.5,41,12
2018-07-09,20.8,1.1,4,82.3,30,10
2018-07-10,23.7,0.7,5,87.8,32,23
2018-07-11,26.8,1.3,2,82.9,54,30
2018-07-12,26.6,1.5,13,82.4,48,24
2018-07-13,27.3,1.8,13,74.8,50,20
2018-07-14,27.9,1.9,13,69.6,47,20
2018-07-15,28.3,1.6,13,69.6,41,22
2018-07-16,28.7,1.7,13,64.3,57,26
2018-07-17,28.1,1.7,13,66.5,55,30
2018-07-18,28.2,1.6,13,64.8,52,36
2018-07-19,28.7,1.6,13,64.1,52,29
2018-07-20,29.5,1.5,13,62.6,52,36
2018-07-21,30.6,1.5,13,53.6,56,38
2018-07-22,31.8,1.4,12,49.6,50,30
2018-07-23,31.7,1.8,13,53.8,23,32
2018-07-24,31.4,1.6,13,59.5,26,40
2018-07-25,30.1,2.4,10,66.3,56,30
2018-07-26,30.1,1.5,13,68.8,66,40
2018-07-27,30.9,1.9,13,69.3,54,44
2018-07-28,29.5,1.2,12,77.1,49,44
2018-07-29,31.3,1.2,2,52.4,51,16
2018-07-30,31.7,1.2,3,50.9,60,9
2018-07-31,32.6,1.5,4,50.5,56,18
2018-08-01,33.6,1.7,12,55.5,60,34
2018-08-02,33.7,1.6,13,54.4,61,40
2018-08-03,33.1,1.9,12,55.3,60,44
2018-08-04,31.1,2.4,12,60.6,44,26
2018-08-05,30,2.6,12,71.8,92,25
2018-08-06,30.5,1.6,13,71.6,60,30
2018-08-07,30.5,1.5,4,63.4,62,20
2018-08-08,31,2.1,13,64.8,55,25
2018-08-09,28.8,1.5,13,76.3,65,25
2018-08-10,30.7,1.4,15,60.9,55,16
2018-08-11,31,1.5,5,55.8,59,11
2018-08-12,30.6,1.5,7,61.3,52,15
2018-08-13,30.5,1.4,2,68.6,40,31
2018-08-14,31.7,1.3,13,58.3,18,26
2018-08-15,31.7,1.2,3,59.5,19,32
2018-08-16,29.9,1.7,4,51,28,12
2018-08-17,27.2,1.8,5,39.8,41,14
2018-08-18,26.7,1.4,5,44.6,30,18
2018-08-19,28.2,1.2,1,50.6,10,23
2018-08-20,29.1,2,6,55.6,17,36
2018-08-21,26.6,2.5,13,71.4,56,24
2018-08-22,30.7,1.1,5,54.1,52,24
2018-08-23,29.4,1.7,3,59.1,48,12
2018-08-24,24.4,2.5,13,86.3,54,8
2018-08-25,25.2,2.6,9,68,50,23
2018-08-26,23.2,1.2,2,70,54,18
2018-08-27,22.7,0.8,3,91,49,12
2018-08-28,23.7,0.9,4,92.4,51,14
2018-08-29,25.2,2.4,9,86,57,14
2018-08-30,25.3,1.8,13,80.9,42,31
2018-08-31,25.6,1.6,13,67.4,26,24
2018-09-01,25.5,1.3,3,59.4,40,18
2018-09-02,25.1,1.5,4,55.8,55,14
2018-09-03,23.3,1,3,85.3,59,17
2018-09-04,23.2,2.2,13,69.4,33,16
2018-09-05,24,2.5,12,63.5,57,28
2018-09-06,24.1,2,9,69.9,68,35
2018-09-07,22,2.5,13,54.6,39,30
2018-09-08,21.7,1.7,13,48.8,53,24
2018-09-09,22.2,1.2,3,49,47,22
2018-09-10,22.9,1.6,4,49.5,60,12
2018-09-11,21.6,1.5,3,48.1,62,13
2018-09-12,22.8,1.4,3,52,60,16
2018-09-13,23.5,1.2,3,63.5,72,20
2018-09-14,23.5,1.3,3,66.9,63,19
2018-09-15,23.3,1,3,76,73,14
2018-09-16,22.2,1.7,12,83.6,42,36
2018-09-17,22.3,1.9,13,64.3,68,28
2018-09-18,22,1.2,13,59.8,93,36
2018-09-19,22.1,1,2,59.1,60,45
2018-09-20,19,1.8,4,82.4,35,17
2018-09-21,19.4,1.3,4,85.8,70,10
2018-09-22,20.8,1.8,12,62.3,85,32
2018-09-23,19.4,1.6,12,52.9,73,30
2018-09-24,17.6,2.1,14,48.3,55,15
2018-09-25,17.8,1.1,1,48,54,14
2018-09-26,19.4,1.7,4,47.9,75,9
2018-09-27,18.9,1.3,3,47.6,61,9
2018-09-28,17.5,1.2,3,58.1,74,16
2018-09-29,20.2,1,3,55.5,92,15
2018-09-30,17.6,2.3,12,52.5,56,20
2018-10-01,15.4,2.9,12,55.1,41,16
2018-10-02,15.9,1.6,13,61.4,59,26
2018-10-03,17.3,1.3,13,58,73,26
2018-10-04,19.3,1.3,3,56.5,78,21
2018-10-05,16.9,1.7,3,84.1,81,10
2018-10-06,18,2.2,4,84,93,7
2018-10-07,16.4,1.7,13,53.5,60,26
2018-10-08,14.8,1.1,1,47,106,23
2018-10-09,15.3,1.1,3,52.5,47,26
2018-10-10,12,2.5,13,61,40,22
2018-10-11,9.7,2.1,14,51,60,18
2018-10-12,10.9,1.3,13,54,94,26
2018-10-13,12.5,1,2,54,97,32
2018-10-14,13.2,1.5,13,60,82,36
2018-10-15,15.2,1.4,14,69.9,90,56
2018-10-16,14.5,1.3,13,55.9,103,46
2018-10-17,12.4,1.3,13,53.3,46,40
2018-10-18,12.7,1.1,2,59.5,51,19
2018-10-19,13.1,1.4,12,54.3,70,22
2018-10-20,13.4,1.2,12,53.9,81,40
2018-10-21,13.4,1.1,12,49.5,77,38
2018-10-22,14,1,1,50,84,48
2018-10-23,12.2,1.1,2,75.1,77,52
2018-10-24,12.5,1.3,13,66,95,43
2018-10-25,13.8,0.9,2,55.5,114,40
2018-10-26,12.2,1.6,12,74.1,81,34
2018-10-27,8.7,3.2,12,49.6,72,28
2018-10-28,8.3,1.5,3,77.1,66,15
2018-10-29,7.2,2,13,57.3,34,17
2018-10-30,6.1,1.6,12,51.3,62,23
2018-10-31,7.4,1.6,13,55.4,68,22
2018-11-01,8.4,1.3,13,53.4,99,38
2018-11-02,10.6,1.1,1,54.9,106,44
2018-11-03,11.2,1.3,1,56,74,52
2018-11-04,11.6,1.3,12,55,95,42
2018-11-05,11.9,1.1,12,65.5,52,60
2018-11-06,12.2,0.9,12,70.5,47,96
2018-11-07,12.8,1.1,3,79.5,60,70
2018-11-08,11.8,1.8,4,93.8,52,12
2018-11-09,12.1,3.1,12,69,69,40
2018-11-10,11.9,1.4,13,69.1,78,73
2018-11-11,8.1,1.1,2,67.6,141,69
2018-11-12,8.1,1.2,14,52.3,104,32
2018-11-13,8.8,1.1,13,51.6,122,42
2018-11-14,9.8,1.1,14,55.5,119,36
2018-11-15,9.7,1,1,55.4,100,52
2018-11-16,8.8,1.7,13,65.1,33,60
2018-11-17,4.9,1.4,13,50.8,78,35
2018-11-18,6.1,1.1,12,48.8,92,39
2018-11-19,6.5,1.4,1,50.4,101,59
2018-11-20,6.5,1.8,9,39.9,93,45
2018-11-21,5.8,1.2,15,57.1,68,36
2018-11-22,2.3,2.4,12,35,83,22
2018-11-23,1.9,1.4,13,29.6,88,24
2018-11-24,2.6,1.8,3,71.1,128,26
2018-11-25,4.8,1,1,77.8,106,51
2018-11-26,6.3,1,1,70.1,138,66
2018-11-27,7.1,1.5,3,65,228,104
2018-11-28,5,1.6,13,27.1,271,94
2018-11-29,3.5,1.3,13,41.4,216,68
2018-11-30,2.7,1.4,12,46.1,189,56
2018-12-01,5.5,1,1,42.3,237,48
2018-12-02,8.2,1.3,4,50.1,83,48
2018-12-03,11.5,1.4,4,87.4,116,45
2018-12-04,6.7,2.7,13,74.9,91,35
2018-12-05,0,1.5,13,39.5,68,30
2018-12-06,2.4,2.3,12,50.5,64,38
2018-12-07,-7.3,3.8,13,37.1,40,24
2018-12-08,-8.3,2.6,15,37.1,62,24
2018-12-09,-7.2,1.5,13,27,91,22
2018-12-10,-2.5,0.9,2,33.3,122,38
2018-12-11,0.2,1.2,1,44.8,91,46
2018-12-12,-1.9,2.2,13,39,73,48
2018-12-13,-2.2,2,14,57.4,87,42
2018-12-14,-4.4,1.7,13,44.3,73,35
2018-12-15,-2.4,1,1,46.8,84,66
2018-12-16,0,0.9,2,63.8,106,64
2018-12-17,1.6,1.8,13,60.1,119,74
2018-12-18,2.6,1.4,10,56.3,104,52
2018-12-19,4,1.4,13,53.4,153,54
2018-12-20,3.4,0.9,1,45.5,107,64
2018-12-21,5.6,1.1,3,40.1,132,80
2018-12-22,6.9,1.5,13,48.9,134,88
2018-12-23,2.4,2.9,13,43,65,54
2018-12-24,-2.3,1.6,13,35.9,105,24
2018-12-25,0.6,1.2,2,53.4,116,38
2018-12-26,-1.5,2.8,13,40.8,52,51
2018-12-27,-10.1,3.5,13,28.3,54,28
2018-12-28,-10.5,2.5,13,33,45,36
2018-12-29,-7.6,2.9,13,29,64,38
2018-12-30,-6.8,1.2,13,35.9,87,36
2018-12-31,-5.4,1.2,13,39.6,105,28
2019-01-01,-5,2.1,13,49.5,105,40
2019-01-02,-4.9,1.7,12,42.8,126,38
2019-01-03,-3.5,1.4,13,38.8,169,40
2019-01-04,-1.1,1.2,1,55.5,172,68
2019-01-05,-2.8,2.2,13,40.3,67,67
2019-01-06,-2.8,1.2,13,35,103,50
2019-01-07,-1.9,1.4,13,46.4,150,60
2019-01-08,-3.5,2.6,13,31,91,45
2019-01-09,-4.7,1.3,2,28.8,68,52
2019-01-10,-0.6,1.3,13,48.8,88,60
2019-01-11,2.4,1,1,58.8,141,77
2019-01-12,2.8,1.3,13,47.6,146,96
2019-01-13,1.2,1.4,12,54.3,287,110
2019-01-14,1.4,0.9,13,68.6,192,150
2019-01-15,-1.7,2.7,13,58.8,109,121
2019-01-16,-5.2,2.3,12,45.9,65,46
2019-01-17,-0.3,1.7,13,45.8,94,44
2019-01-18,0.6,1.3,13,44,111,60
2019-01-19,3.6,1.2,2,59.8,124,96
2019-01-20,-1.4,3.2,13,38.5,69,68
2019-01-21,-1.2,1.6,12,57.8,83,44
2019-01-22,1.7,1.7,1,62,95,63
2019-01-23,2,2.3,12,48.9,102,74
2019-01-24,0.1,1.7,12,34.9,121,44
2019-01-25,-1.2,2.6,13,27.6,70,48
2019-01-26,-2.5,2.4,14,30.9,78,46
2019-01-27,-0.1,1.7,10,52.5,90,41
2019-01-28,1.2,3.1,13,40.4,75,70
2019-01-29,-0.2,1.5,13,35.5,103,66
2019-01-30,1.8,1.5,13,54.6,122,62
2019-01-31,-2,2.9,13,29,54,66
2019-02-01,-2.1,1.7,12,47.6,85,40
2019-02-02,1.4,1,3,60,73,58
2019-02-03,3.3,1.7,4,92.9,138,44
2019-02-04,-0.6,2.1,13,40.4,135,70
2019-02-05,2.8,1,2,37.1,110,72
2019-02-06,5.1,1.3,1,54.9,112,82
2019-02-07,-2.1,3.5,13,45.5,44,58
2019-02-08,-6.1,2.3,13,31.5,52,34
2019-02-09,-5.4,2.7,14,30,57,38
2019-02-10,-5,1.7,13,31.3,40,46
2019-02-11,-3,2.3,12,34.9,86,43
2019-02-12,-0.6,1.9,13,35.5,128,62
2019-02-13,-2.1,2.4,13,26.6,62,43
2019-02-14,-0.5,1.4,11,24.3,53,56
2019-02-15,-0.8,1.9,13,72.8,76,46
2019-02-16,-2.7,2.6,14,59,40,65
2019-02-17,-1.8,1.9,12,47.4,56,42
2019-02-18,0.9,1.3,13,43.5,77,48
2019-02-19,1.4,1.4,3,80.8,103,50
2019-02-20,1.7,2.1,12,67.8,135,61
2019-02-21,2.4,1.5,12,59.4,124,80
2019-02-22,4,1.5,9,56.1,127,78
2019-02-23,6.8,1.1,1,41,124,65
2019-02-24,6.3,1.8,13,45,122,72
2019-02-25,4.7,2.3,13,55.8,115,84
2019-02-26,5.2,1.6,12,32.8,134,56
2019-02-27,7.8,1.6,13,31.3,130,72
2019-02-28,6.6,2,13,39.5,126,84
2019-03-01,6.6,2.1,13,42.3,138,110
2019-03-02,7.8,1.1,13,37.6,121,111
2019-03-03,9.4,1.5,1,36.4,131,105
2019-03-04,9.9,1.9,12,46.1,100,122
2019-03-05,8.4,2,11,66.3,116,164
2019-03-06,8.4,2,13,55,81,126
2019-03-07,7,2.2,12,51.1,76,56
2019-03-08,6.1,1.9,13,39.4,95,51
2019-03-09,7.2,1.3,13,31.8,74,50
2019-03-10,10.1,1.2,2,26.4,114,54
2019-03-11,6.6,1.8,10,61,59,73
2019-03-12,3.9,2.7,12,55.1,50,78
2019-03-13,3.5,3.3,12,38.5,56,40
2019-03-14,5,1.9,9,45.3,67,48
2019-03-15,5.5,1.6,12,72.8,58,54
2019-03-16,4.3,1.8,13,69.9,76,44
2019-03-17,6.3,2,13,55.4,90,40
2019-03-18,7.1,1.4,12,43.8,85,44
2019-03-19,10,1.4,1,52,66,68
2019-03-20,10.3,1.4,4,79,59,94
2019-03-21,7.1,2.9,12,77.4,44,36
2019-03-22,3.3,2.8,13,40.9,65,36
2019-03-23,3.3,2.4,14,46.9,42,26
2019-03-24,4.3,2.3,10,45.4,86,27
2019-03-25,7.3,2,10,56.1,74,46
2019-03-26,11.4,2,12,51.1,88,57
2019-03-27,11.6,3,9,66.4,83,83
2019-03-28,9.4,2.6,12,49.9,74,75
2019-03-29,9.2,2.1,14,33.1,100,39
2019-03-30,5.2,2.9,12,72,59,38
2019-03-31,4.4,3.2,13,46,78,41
2019-04-01,5.5,2.5,12,39.8,75,26
2019-04-02,6.7,2.2,13,36.9,70,32
2019-04-03,7.6,2.3,13,36.1,75,40
2019-04-04,9.2,2.5,12,43,94,36
2019-04-05,11.4,2.9,10,41,134,62
2019-04-06,9.3,1.1,2,39.9,119,56
2019-04-07,12.6,1.7,13,43.1,92,38
2019-04-08,11.6,2.5,13,25.6,76,38
2019-04-09,9.2,2.4,3,49.1,26,33
2019-04-10,7.1,1.8,4,78.4,53,8
2019-04-11,9.5,1.9,13,58,97,29
2019-04-12,11.4,2.2,13,48.5,91,54
2019-04-13,11.8,1.8,12,34,77,52
2019-04-14,9.6,2.2,12,45.5,65,40
2019-04-15,11.6,1.8,12,30.9,73,50
2019-04-16,14.9,1.6,13,26.3,75,49
2019-04-17,15.3,1.9,12,37.5,90,40
2019-04-18,12.6,2,12,74.4,94,44
